seller_id_values,seller_city,seller_state,total_products,total_orders,Revenue_2016,Revenue_2017,Revenue_2018,total_revenue
S00526,curitiba,PR,2,2,0,52.27,52.27,104.54
S00532,londrina,PR,1,1,0,0,119.69,119.69
S00533,macae,RJ,3,3,0,0,377.39,377.39
S00541,osasco,SP,1,1,0,55.96,0,55.96
S00546,santo andre,SP,7,7,0,239.58,0,239.58
S00550,curitiba,PR,1,1,0,0,65.93,65.93
S00560,ribeirao preto,SP,11,11,0,2370.6,0,2370.6
S00565,cachoeiro de itapemirim,ES,3,3,0,1460.85,1460.85,2921.7
S00568,sa~o paulo,SP,2,2,0,0,65.76,65.76
S00602,vargem grande do sul,SP,2,2,0,0,402.43,402.43
S00605,curitiba,PR,31,31,0,3187.63,3187.63,6375.26
S00606,maringa,PR,31,31,0,3334.42,3334.42,6668.84
S00607,porto velho,RO,6,6,0,3853.85,0,3853.85
S00612,londrina,PR,19,19,0,6744.48,6744.48,13488.96
S00615,joinville,SC,9,9,0,0,300.27,300.27
S00616,vila velha,ES,5,5,0,0,7168.41,7168.41
S00617,condor,RS,1,1,0,0,43.13,43.13
S00620,campinas,SP,24,24,0,1234.7,1234.7,2469.4
S00630,campo bom,RS,8,8,0,0,2578.5,2578.5
S00638,londrina,PR,7,7,0,586.79,586.79,1173.58
S00643,santos,SP,154,154,0,11236.99,11236.99,22473.98
S00644,toledo,PR,2,2,0,0,158.62,158.62
S00649,sa~o paulo,SP,1,1,0,0,111.91,111.91
S00651,São José dos Pinhais,PR,1,1,0,0,224.44,224.44
S00652,ampere,PR,21,21,0,1798.64,1798.64,3597.28
S00655,limeira,SP,7,7,0,4413.26,4413.26,8826.52
S00657,curitiba,PR,46,46,0,8355.01,8355.01,16710.02
S00662,sao jose dos campos,SP,1,1,0,0,47.43,47.43
S00666,marilia,SP,1,1,0,36.84,0,36.84
S00671,cerqueira cesar,SP,20,20,0,2227.59,2227.59,4455.18
S00673,sa~o paulo,SP,16,16,0,0,1965.03,1965.03
S00674,bauru,SP,8,8,0,0,545.35,545.35
S00679,salvador,BA,1,1,0,0,161.37,161.37
S00681,goiania,GO,11,11,0,984.21,984.21,1968.42
S00683,sa~o paulo,SP,8,8,0,0,525.8,525.8
S00684,goiania,GO,3,3,0,0,1056.75,1056.75
S00685,sa~o paulo,SP,15,15,0,2378.63,2378.63,4757.26
S00687,sa~o paulo,SP,3,3,0,0,176.31,176.31
S00691,osasco,SP,18,18,0,2457.4,2457.4,4914.8
S00693,goiania,GO,1,1,0,0,48.94,48.94
S00694,sa~o paulo,SP,36,36,0,0,5650.44,5650.44
S00699,santo andre,SP,1,1,0,0,335.09,335.09
S00705,sa~o paulo,SP,83,83,0,6222.3,6222.3,12444.6
S00706,osasco,SP,1,1,0,50.67,0,50.67
S00710,jaragua do sul,SC,10,10,0,1222.89,0,1222.89
S00712,colombo,PR,32,32,0,4012.98,4012.98,8025.96
S00715,curitiba,PR,14,14,0,2235.1,2235.1,4470.2
S00716,São Bernardo do Campo,SP,5,5,0,0,3221.53,3221.53
S00721,itapevi,SP,3,3,0,234.04,0,234.04
S00724,sorocaba,SP,9,9,0,0,1173.94,1173.94
S00729,jacarei,SP,2,2,0,54.42,54.42,108.84
S00731,sertanopolis,SP,3,3,0,235.11,0,235.11
S00734,fortaleza,CE,1,1,0,0,86.43,86.43
S00739,jales,SP,55,55,0,3680.44,3680.44,7360.88
S00741,sa~o paulo,SP,1,1,0,0,42.34,42.34
S00014,pompeia,SP,1,1,64.58,0,0,64.58
S00018,maringa,PR,11,11,0,824.95,824.95,1649.9
S00020,uruacu,GO,11,11,0,1798.87,1798.87,3597.74
S00027,sa~o paulo,SP,11,11,0,531.88,531.88,1063.76
S00030,rio de janeiro,RJ,2,2,0,93.85,0,93.85
S00037,botucatu,SP,44,44,0,0,7207.63,7207.63
S00043,sa~o paulo,SP,5,5,0,0,13273.42,13273.42
S00045,uberlandia,MG,3,3,0,0,417.42,417.42
S00047,sorocaba,SP,3,3,0,0,478.57,478.57
S00049,maua,SP,90,90,0,8999.62,8999.62,17999.24
S00052,franca,SP,51,51,0,10551.06,10551.06,21102.12
S00056,lajeado,RS,1,1,0,0,314.32,314.32
S00061,queimados,RJ,65,65,0,13464.86,13464.86,26929.72
S00064,rio de janeiro,RJ,12,12,0,2048.13,2048.13,4096.26
S00068,sa~o paulo,SP,2,2,0,0,120.88,120.88
S00072,Belo Horizonte,MG,60,60,0,14697.79,14697.79,29395.58
S00073,mogi das cruzes,SP,6,6,0,10050.04,10050.04,20100.08
S00075,sa~o paulo,SP,2,2,0,0,157.08,157.08
S00076,lajeado,RS,55,55,0,8130.82,0,8130.82
S00079,foz do iguacu,PR,68,68,10632.3,10632.3,10632.3,31896.9
S00082,sao luis,MA,397,397,0,0,47757.8,47757.8
S00085,porto alegre,RS,93,93,0,24017.98,24017.98,48035.96
S00086,joao pessoa,PB,8,8,0,1035.37,1035.37,2070.74
S00089,sa~o paulo,SP,4,4,0,0,403.22,403.22
S00092,sorocaba,SP,4,4,0,95.78,95.78,191.56
S00093,Belo Horizonte,MG,7,7,0,0,660.66,660.66
S00095,sa~o paulo,SP,1,1,0,135.49,0,135.49
S00096,sa~o paulo,SP,18,18,0,1729.45,1729.45,3458.9
S00099,sa~o paulo,SP,2,2,0,0,74.86,74.86
S00100,Belo Horizonte,MG,126,126,0,7747.51,7747.51,15495.02
S00102,osasco,SP,4,4,0,182.22,0,182.22
S00103,sa~o paulo,SP,12,12,0,0,606.79,606.79
S00104,vespasiano,MG,4,4,0,1576.84,1576.84,3153.68
S00109,ferraz de vasconcelos,SP,28,28,0,2953.7,2953.7,5907.4
S00110,cananeia,SP,12,12,0,1862.35,0,1862.35
S00112,uba,MG,4,4,0,0,2801.24,2801.24
S00113,cascavel,PR,12,12,0,557.84,557.84,1115.68
S00121,taboao da serra,SP,7,7,0,0,580.32,580.32
S00127,sa~o paulo,SP,2,2,0,0,484.8,484.8
S00136,sa~o paulo,SP,1,1,0,0,74.51,74.51
S00137,santos,SP,2,2,0,0,277.22,277.22
S00141,sa~o paulo,SP,9,9,0,1576.63,1576.63,3153.26
S00145,aruja,SP,2,2,0,171.39,0,171.39
S00150,sa~o paulo,SP,1,1,0,33.16,0,33.16
S00152,sa~o paulo,SP,165,165,0,13560.79,13560.79,27121.58
S00154,sa~o paulo,SP,39,39,0,4191.76,4191.76,8383.52
S00159,curitiba,PR,3,3,0,0,366.9,366.9
S00163,porto alegre,RS,4,4,0,401.33,401.33,802.66
S00168,São Bernardo do Campo,SP,9,9,0,0,514.07,514.07
S00174,sete lagoas,MG,266,266,14896.75,14896.75,14896.75,44690.25
S00175,santo andre,SP,15,15,0,1746.9,1746.9,3493.8
S00182,ibitinga,SP,1,1,0,102.9,0,102.9
S00184,lencois paulista,SP,1,1,0,0,150,150
S00189,batatais,SP,25,25,0,1159.43,1159.43,2318.86
S00195,rio de janeiro,RJ,3,3,0,910.83,910.83,1821.66
S00204,sao joao de meriti,RJ,5,5,0,0,536.08,536.08
S00207,pedreira,SP,4,4,0,1298.24,0,1298.24
S00208,ribeirao preto,SP,78,78,0,4704.02,4704.02,9408.04
S00213,laranjeiras do sul,SP,3,3,0,1546.84,0,1546.84
S00214,maringa,PR,533,533,0,20603.7,20603.7,41207.3999999999
S00215,atibaia,SP,15,15,0,1622.36,1622.36,3244.72
S00218,praia grande,SP,4,4,0,366.01,366.01,732.02
S00219,bento goncalves,RS,14,14,0,2983.08,2983.08,5966.16
S00222,sa~o paulo,SP,3,3,0,0,1133.31,1133.31
S00530,sabara,MG,6,6,0,0,1239.18,1239.18
S00540,sa~o paulo,SP,13,13,0,0,1539.7,1539.7
S00545,sinop,MT,54,54,0,9682.28,9682.28,19364.56
S00548,sa~o paulo,SP,20,20,0,1416.92,1416.92,2833.84
S00552,sa~o paulo,SP,7,7,0,0,646.62,646.62
S00553,sa~o paulo,SP,127,127,0,15766.93,15766.93,31533.86
S00554,sa~o paulo,SP,6,6,0,0,228.05,228.05
S00557,presidente prudente,SP,4,4,0,324.84,0,324.84
S00559,jaragua do sul,SC,1,1,0,0,64.1,64.1
S00561,blumenau,SC,1,1,0,71.66,0,71.66
S00566,sa~o paulo,SP,13,13,0,724.47,0,724.47
S00574,scao jose do rio pardo,SP,59,59,0,8982.29,8982.29,17964.58
S00577,Santa Bárbara d'Oeste,SP,79,79,0,5215.78,5215.78,10431.56
S00579,niteroi,RJ,7,7,0,2503.16,0,2503.16
S00582,sa~o paulo,SP,36,36,0,0,3208.95,3208.95
S00584,americana,SP,11,11,0,7570.67,7570.67,15141.34
S00587,goiania,GO,1,1,0,0,239.04,239.04
S00589,sa~o paulo,SP,30,30,0,0,2955.67,2955.67
S00594,foz do iguacu,PR,2,2,0,734.75,0,734.75
S00597,rio de janeiro,RJ,1,1,0,927.82,0,927.82
S00599,uruguaiana,RS,1,1,0,45.09,0,45.09
S00600,carmo do cajuru,MG,8,8,0,617.88,0,617.88
S00610,rio de janeiro,RJ,4,4,0,0,265.53,265.53
S00622,gaspar,SC,1,1,0,0,27.69,27.69
S00625,capivari,SP,25,25,2547.17,2547.17,0,5094.34
S00626,salto,SP,8,8,0,0,889.04,889.04
S00627,franca,SP,4,4,0,0,473.46,473.46
S00631,maua,SP,53,53,0,3037.31,0,3037.31
S00632,sa~o paulo,SP,1,1,0,0,137.02,137.02
S00635,araraquara,SP,36,36,0,2009.65,2009.65,4019.3
S00636,sao leopoldo,RS,2,2,0,0,606.45,606.45
S00637,sombrio,SC,4,4,0,465.37,0,465.37
S00642,osasco,SP,13,13,0,0,1600.88,1600.88
S00646,rio de janeiro,RJ,14,14,0,2055.25,2055.25,4110.5
S00650,sorocaba,SP,26,26,0,1439.17,0,1439.17
S00658,cotia,SP,1,1,0,35.96,0,35.96
S00663,sa~o paulo,SP,5,5,0,397.94,397.94,795.88
S00664,londrina,PR,28,28,4285.41,4285.41,4285.41,12856.23
S00669,ibitinga,SP,547,547,45881,45881,45881,137643
S00678,curitiba,PR,1,1,0,0,40.27,40.27
S00680,barretos,SP,3,3,0,0,426.21,426.21
S00688,sa~o paulo,SP,6,6,0,0,2310.95,2310.95
S00698,ibitinga,SP,109,109,0,14810.3,14810.3,29620.6
S00701,porto belo,SC,2,2,0,0,120.39,120.39
S00704,barueri,SP,4,4,0,687.95,0,687.95
S00709,sao joao de meriti,RJ,37,37,0,4372.15,4372.15,8744.3
S00711,gama,DF,30,30,0,9364.5,9364.5,18729
S00713,sa~o paulo,SP,155,155,0,5726.58000000001,5726.58000000001,11453.16
S00714,cosmopolis,SP,1,1,0,0,306.2,306.2
S00719,São Bernardo do Campo,SP,1,1,0,0,113.9,113.9
S00725,montes claros,MG,3,3,0,0,276.82,276.82
S00726,sa~o paulo,SP,6,6,0,917.97,917.97,1835.94
S00735,ponte nova,MG,95,95,0,11358.49,11358.49,22716.98
S00736,curitiba,PR,18,18,0,1158.01,0,1158.01
S00740,sa~o paulo,SP,6,6,0,258.7,258.7,517.4
S00742,sorocaba,SP,1,1,0,0,69.01,69.01
S00745,curitiba,PR,7,7,0,649.97,649.97,1299.94
S00754,itapecerica da serra,SP,43,43,0,4627.2,4627.2,9254.4
S00759,holambra,SP,7,7,0,1442.09,0,1442.09
S00761,governador valadares,MG,2,2,0,0,228.26,228.26
S00763,curitiba,PR,1,1,0,225.21,0,225.21
S00767,Belo Horizonte,MG,11,11,0,9164.51,0,9164.51
S00772,tatui,SP,45,45,0,4412.15,4412.15,8824.3
S00778,santos,SP,1,1,0,0,61.3,61.3
S00784,santo andre,SP,8,8,0,0,418.21,418.21
S00788,araxa,MG,3,3,0,1110.54,0,1110.54
S00789,domingos martins,ES,18,18,0,0,1086.97,1086.97
S00790,guaruja,SP,5,5,0,0,491.91,491.91
S00792,bahia,BA,5,5,0,0,1089.04,1089.04
S00798,goiania,GO,2,2,0,0,65.01,65.01
S00800,caxias do sul,RS,22,22,0,0,4364.47,4364.47
S00812,sa~o paulo,SP,102,102,0,8764.85,8764.85,17529.7
S00821,votuporanga,SP,94,94,15625.92,15625.92,15625.92,46877.76
S00826,carazinho,RS,1,1,0,0,83.01,83.01
S00829,araras,SP,14,14,0,5389.16,0,5389.16
S00831,resende,RJ,1,1,0,0,42.05,42.05
S00836,porto alegre,RS,2,2,0,2822.75,0,2822.75
S00839,cordeiropolis,SP,4,4,0,210.57,0,210.57
S00844,rio de janeiro,RJ,527,527,137855.3,137855.3,137855.3,413565.899999999
S00845,claudio,MG,5,5,0,348.45,348.45,696.9
S00850,dores de campos,MG,2,2,0,163.4,0,163.4
S00853,canoas,RS,1,1,0,1196.78,0,1196.78
S00862,oliveira,MG,1,1,0,0,34.1,34.1
S00867,blumenau,SC,33,33,0,6621.54,6621.54,13243.08
S00868,sa~o paulo,SP,2,2,0,2873.81,0,2873.81
S00873,porto alegre,RS,1,1,0,0,106.33,106.33
S00880,pedreira,SP,21,21,0,0,1146.13,1146.13
S00883,marilia,SP,68,68,0,17201.89,17201.89,34403.78
S00893,bage,RS,1,1,266.11,0,0,266.11
S00894,limeira,SP,220,220,0,19142.57,19142.57,38285.14
S00895,taboao da serra,SP,2,2,0,363.43,0,363.43
S00902,divinopolis,MG,1,1,0,0,136.97,136.97
S00903,assis,SP,29,29,0,5301.98,5301.98,10603.96
S00905,sa~o paulo,SP,27,27,0,0,5997.26,5997.26
S00907,sa~o paulo,SP,63,63,0,0,3996.66,3996.66
S00908,marilia,SP,5,5,0,0,269.91,269.91
S00912,atibaia,SP,2,2,0,150.63,150.63,301.26
S00913,niteroi,RJ,7,7,0,0,839.02,839.02
S00915,ibitinga,SP,26,26,0,2376.65,2376.65,4753.3
S00917,toledo,PR,1,1,0,0,285.61,285.61
S00918,São Bernardo do Campo,SP,1,1,0,0,252.27,252.27
S00926,embu das artes,SP,1,1,0,58.72,0,58.72
S00936,betim,MG,46,46,0,1514.25,1514.25,3028.5
S00940,sa~o paulo,SP,3,3,0,0,324.7,324.7
S00941,portoferreira,SP,3,3,0,377.9,0,377.9
S00952,sa~o paulo,SP,30,30,0,1227.45,1227.45,2454.9
S00953,embu das artes,SP,2,2,0,0,1320.95,1320.95
S00954,sa~o paulo,SP,8,8,0,0,902.6,902.6
S00955,taboao da serra,SP,2,2,0,0,232.47,232.47
S00963,itaquaquecetuba,SP,64,64,0,10712.65,10712.65,21425.3
S00965,santo andre,SP,6,6,0,247.86,247.86,495.72
S00967,sao caetano do sul,SP,1,1,0,0,167.96,167.96
S00968,jaci,SP,1,1,0,0,282.47,282.47
S00970,claudio,MG,52,52,0,5951.51,5951.51,11903.02
S00971,vila velha,ES,2,2,0,0,219.44,219.44
S00974,curitiba,PR,4,4,0,0,1657.45,1657.45
S00980,santa rita do sapucai,MG,4,4,0,0,326.45,326.45
S00981,rio do oeste,SC,3,3,0,0,152.8,152.8
S00982,braganca paulista,SP,1,1,0,199.92,0,199.92
S00984,rio grande,RS,16,16,0,0,1175.75,1175.75
S00990,cascavel,PR,174,174,58638.43,58638.43,58638.43,175915.29
S00991,sa~o paulo,SP,5,5,0,347.48,347.48,694.96
S00994,barueri,SP,11,11,0,777.07,0,777.07
S01001,monte alegre do sul,SP,4,4,0,0,197.02,197.02
S01007,sa~o paulo,SP,21,21,0,0,1895.9,1895.9
S01012,triunfo,RS,3,3,0,0,316.23,316.23
S01015,sa~o paulo,SP,1,1,0,674.83,0,674.83
S01016,itapetininga,SP,2,2,0,0,192.62,192.62
S00795,maringa,PR,2,2,0,0,289.8,289.8
S00796,sa~o paulo,SP,104,104,0,0,4416.36,4416.36
S00803,coronel fabriciano,MG,20,20,0,3158.62,3158.62,6317.24
S00804,sa~o paulo,SP,12,12,0,0,1720.95,1720.95
S00805,ribeirao preto,SP,120,120,0,14732.23,14732.23,29464.46
S00810,rio de janeiro,RJ,20,20,0,3163.31,3163.31,6326.62
S00813,barro alto,BA,1,1,0,66.28,0,66.28
S00822,marilia,SP,1,1,0,62.5,0,62.5
S00827,canoas,RS,2,2,0,0,129.43,129.43
S00828,sa~o paulo,SP,6,6,0,1787.71,0,1787.71
S00832,luiz alves,SC,8,8,0,0,7186.89,7186.89
S00837,guarulhos,SP,1,1,0,1323.79,0,1323.79
S00838,sao roque,SP,38,38,0,0,6470.31,6470.31
S00841,pinhais,PR,3,3,0,0,161.43,161.43
S00846,piracicaba,SP,16,16,0,1099.74,1099.74,2199.48
S00849,teresina,PI,12,12,0,0,2965.32,2965.32
S00854,mogi mirim,SP,1,1,0,0,283.73,283.73
S00855,volta redonda,RJ,145,145,0,14501.99,14501.99,29003.98
S00860,osvaldo cruz,SP,2,2,0,0,328.06,328.06
S00863,porto alegre,RS,2,2,0,0,225.29,225.29
S00871,diadema,SP,1,1,0,0,47.02,47.02
S00874,sa~o paulo,SP,63,63,0,2725.4,2725.4,5450.8
S00875,sa~o paulo,SP,5,5,0,0,412.93,412.93
S00876,sa~o paulo,SP,5,5,0,0,1622.11,1622.11
S00879,Brasilia,DF,2,2,0,0,552.59,552.59
S00881,sa~o paulo,SP,3,3,0,0,440.41,440.41
S00884,sao goncalo,RJ,1,1,0,0,155.26,155.26
S00885,irati,PR,4,4,0,0,612.39,612.39
S00886,lagoa da prata,MG,3,3,0,210.9,0,210.9
S00891,aracaju,SE,4,4,0,1018.42,1018.42,2036.84
S00896,mogi das cruzes,SP,11,11,0,1667.91,0,1667.91
S00899,carazinho,RS,2,2,192.46,0,0,192.46
S00900,rio branco,AC,1,1,299.84,0,0,299.84
S00901,sao carlos,SP,11,11,0,0,649.37,649.37
S00904,sao jose do rio preto,SP,2,2,0,1824.56,0,1824.56
S00910,carapicuiba,SP,48,48,0,5389.76,5389.76,10779.52
S00911,maringa,PR,2,2,0,0,112.72,112.72
S00914,fernandopolis,SP,4,4,0,0,3216.31,3216.31
S00929,porto alegre,RS,1,1,0,0,173.23,173.23
S00938,suzano,SP,63,63,0,8369.22,8369.22,16738.44
S00939,Belo Horizonte,MG,2,2,0,0,105.62,105.62
S00946,sao jose dos campos,SP,4,4,0,436.34,436.34,872.68
S00949,cachoeirinha,RS,1,1,0,0,85.49,85.49
S00950,sa~o paulo,SP,4,4,0,199.7,199.7,399.4
S00951,sa~o paulo,SP,8,8,0,0,1466.12,1466.12
S00962,sa~o paulo,SP,22,22,0,5321.9,5321.9,10643.8
S00964,pocos de caldas,MG,13,13,0,1913.32,1913.32,3826.64
S00996,garca,SP,90,90,0,19544.9,19544.9,39089.8
S01004,itajai,SC,1,1,0,98.37,0,98.37
S01005,osasco,SP,2,2,0,0,388.43,388.43
S01010,echapora,SP,23,23,0,1628.54,1628.54,3257.08
S01013,cascavel,PR,100,100,0,15000.66,15000.66,30001.32
S01019,rio de janeiro,RJ,1,1,0,0,57.77,57.77
S01022,Belo Horizonte,MG,2,2,0,0,63.92,63.92
S01026,rio de janeiro,RJ,14,14,0,8283.43,8283.43,16566.86
S01028,sorocaba,SP,5,5,0,7579.55,7579.55,15159.1
S01032,São Bernardo do Campo,SP,10,10,0,0,2391.08,2391.08
S01036,florianopolis,SC,18,18,0,0,3694.44,3694.44
S01038,limeira,SP,2,2,0,0,175.14,175.14
S01050,rio de janeiro,RJ,8,8,0,0,1073.18,1073.18
S01051,osasco,SP,22,22,0,0,3420.45,3420.45
S01057,sa~o paulo,SP,22,22,0,0,7212.65,7212.65
S01060,guarulhos,SP,5,5,0,0,784.96,784.96
S01067,nova petropolis,RS,8,8,0,0,1287.36,1287.36
S01018,jundiai,SP,5,5,0,295.45,0,295.45
S01024,ibitinga,SP,17,17,0,0,2462.07,2462.07
S01025,pedreira,SP,485,485,0,37816.16,37816.16,75632.3200000001
S01034,Santa Bárbara d'Oeste,SP,201,201,0,20283.42,20283.42,40566.84
S01035,Belo Horizonte,MG,7,7,772.83,772.83,0,1545.66
S01041,curitiba,PR,4,4,0,0,1449.64,1449.64
S01047,tabatinga,SP,6,6,0,0,826.23,826.23
S01053,campinas,SP,262,262,0,0,12767.27,12767.27
S01059,palhoca,SC,2,2,0,791.95,791.95,1583.9
S01063,sa~o paulo,SP,5,5,0,245.94,245.94,491.88
S01068,goiania,GO,1,1,0,270.45,0,270.45
S01069,fortaleza,CE,3,3,0,187.2,187.2,374.4
S01071,rio de janeiro,RJ,8,8,0,408.5,408.5,817
S01077,capivari,SP,8,8,0,284.04,0,284.04
S01080,porto alegre,RS,1,1,0,119.74,0,119.74
S01083,campinas,SP,1,1,0,0,31.91,31.91
S01089,curitiba,PR,8,8,0,873.94,0,873.94
S01092,uberlandia,MG,127,127,0,31296.09,31296.09,62592.18
S01096,curitiba,PR,1,1,0,156.75,0,156.75
S01098,caxias do sul,RS,14,14,0,0,1004.65,1004.65
S01106,salto,SP,1,1,0,0,203.77,203.77
S01114,sa~o paulo,SP,34,34,5596.88,5596.88,0,11193.76
S01115,sa~o paulo,SP,10,10,0,0,1340.14,1340.14
S01119,florianopolis,SC,13,13,0,2376.3,2376.3,4752.6
S01120,petropolis,RJ,16,16,0,953.19,953.19,1906.38
S01122,sao jose dos campos,SP,38,38,0,10115.68,10115.68,20231.36
S01123,presidente prudente,SP,12,12,0,0,1921.2,1921.2
S01124,sa~o paulo,SP,63,63,0,8801.84,8801.84,17603.68
S01125,sorocaba,SP,1,1,0,24.96,0,24.96
S01129,campo do meio,MG,17,17,0,0,3736.53,3736.53
S01130,coronel fabriciano,MG,17,17,0,0,2790.56,2790.56
S01132,nilopolis,RJ,21,21,0,5447.53,0,5447.53
S01133,sao jose,SC,8,8,0,0,4521.62,4521.62
S01146,assis,SP,32,32,0,4178.82,4178.82,8357.64
S01151,vitoria,ES,1,1,0,0,219.33,219.33
S01157,sa~o paulo,SP,5,5,0,0,177.25,177.25
S01158,sa~o paulo,SP,1,1,0,0,30.32,30.32
S01161,chapeco,SC,1,1,0,0,278.91,278.91
S01176,maringa,PR,13,13,0,0,1775.52,1775.52
S01181,osasco,SP,64,64,0,13789.27,13789.27,27578.54
S01187,fernando prestes,SP,3,3,0,0,125.27,125.27
S01188,sa~o paulo,SP,16,16,0,0,14158.95,14158.95
S01200,sa~o paulo,SP,6,6,0,590.55,590.55,1181.1
S01201,treze tilias,SC,1,1,0,0,135.48,135.48
S01213,farroupilha,RS,38,38,0,2875.41,2875.41,5750.82
S01214,sa~o paulo,SP,6,6,0,1125.49,0,1125.49
S01217,sao jose dos campos,SP,18,18,0,639.99,0,639.99
S01218,patos de minas,MG,11,11,0,0,1015.93,1015.93
S01225,sa~o paulo,SP,67,67,0,4182.49,4182.49,8364.98
S01229,curitiba,PR,1,1,0,0,482.6,482.6
S01235,diadema,SP,13,13,0,0,2566.49,2566.49
S01239,santo andre,SP,7,7,0,1553.2,0,1553.2
S01240,taboao da serra,SP,1,1,0,25.46,0,25.46
S01241,estancia velha,RS,3,3,0,0,191.56,191.56
S01256,sao jose do rio preto,SP,1,1,0,0,24.06,24.06
S01263,marechal candido rondon,PR,8,8,0,1393.11,1393.11,2786.22
S01264,sorocaba,SP,1,1,0,0,133.84,133.84
S01266,sa~o paulo,SP,19,19,0,0,8496.02,8496.02
S01267,ipatinga,MG,21,21,0,7467.39,7467.39,14934.78
S01268,curitiba,PR,16,16,0,5372.47,5372.47,10744.94
S01270,guaratuba,PR,10,10,0,1614.18,1614.18,3228.36
S01271,araucaria,PR,24,24,0,4571.8,4571.8,9143.6
S01282,santo andre,SP,2,2,0,0,148.12,148.12
S01286,curitiba,PR,7,7,0,2799.5,2799.5,5599
S01074,sao bento do sul,SC,2,2,0,0,458.24,458.24
S01075,santa rita do sapucai,MG,5,5,0,0,197.21,197.21
S01081,caxias do sul,RS,14,14,0,10664.81,10664.81,21329.62
S01087,limeira,SP,18,18,0,37657.77,0,37657.77
S01090,mogi das cruzes,SP,14,14,0,0,1265.19,1265.19
S01093,campinas,SP,2,2,0,0,162.75,162.75
S01099,rio de janeiro,RJ,2,2,0,102.97,102.97,205.94
S01100,sa~o paulo,SP,14,14,0,0,932.67,932.67
S01102,londrina,PR,15,15,0,0,1630.1,1630.1
S01103,americana,SP,11,11,0,0,714.41,714.41
S01105,monteiro lobato,SP,39,39,0,2908.95,2908.95,5817.9
S01109,assis,SP,10,10,0,1859.06,1859.06,3718.12
S01111,jundiai,SP,7,7,0,852.69,852.69,1705.38
S01117,rio de janeiro,RJ,7,7,0,2887.02,2887.02,5774.04
S01118,borda da mata,MG,13,13,0,3146.24,3146.24,6292.48
S01134,sa~o paulo,SP,98,98,0,34315.45,34315.45,68630.9
S01135,sao jose do rio preto,SP,9,9,0,0,930.8,930.8
S01139,sa~o paulo,SP,2,2,0,0,363.88,363.88
S01140,pinhais,PR,36,36,0,3285.51,3285.51,6571.02
S01142,sa~o paulo,SP,3,3,0,93.1,0,93.1
S01143,atibaia,SP,94,94,0,8751.12,8751.12,17502.24
S01156,apucarana,PR,25,25,0,1980.85,1980.85,3961.7
S01166,ribeirao preto,SP,10,10,0,0,736.76,736.76
S01167,sa~o paulo,SP,5,5,379.89,379.89,0,759.78
S01168,marilia,SP,4,4,0,884.31,0,884.31
S01170,sa~o paulo,SP,69,69,9557.17,9557.17,9557.17,28671.51
S01172,sa~o paulo,SP,46,46,0,0,1773.76,1773.76
S01173,viana,ES,1,1,0,0,151.04,151.04
S01186,carapicuiba,SP,2,2,0,150.67,0,150.67
S01191,itu,SP,10,10,0,393.94,0,393.94
S01197,guarulhos,SP,1,1,0,0,767.69,767.69
S01198,serra,ES,3,3,215.98,215.98,0,431.96
S01205,salto,SP,3,3,0,450.1,0,450.1
S01209,ibitinga,SP,1,1,0,0,126.87,126.87
S01212,sa~o paulo,SP,2,2,0,216.23,0,216.23
S01216,jundiai,SP,1,1,0,0,66.69,66.69
S01223,ibitinga,SP,120,120,0,0,8764.67999999999,8764.67999999999
S01224,ribeirao preto,SP,23,23,0,1593.82,0,1593.82
S01226,joinville,SC,2,2,0,0,246.65,246.65
S01227,sorocaba,SP,32,32,0,3514.69,3514.69,7029.38
S01228,presidente bernardes,SP,7,7,0,591.83,0,591.83
S01233,campinas,SP,1,1,0,0,417.47,417.47
S01234,diadema,SP,3,3,0,0,160.24,160.24
S01237,franco da rocha,SP,1,1,0,0,49.45,49.45
S01238,maringa,PR,9,9,0,630.67,630.67,1261.34
S01245,sa~o paulo,SP,2,2,0,110.08,0,110.08
S01250,Belo Horizonte,MG,1,1,0,107.01,0,107.01
S01251,sa~o paulo,SP,3,3,0,695.7,0,695.7
S01252,sa~o paulo,SP,1,1,0,0,160.67,160.67
S01261,maringa,PR,78,78,0,7280.06,7280.06,14560.12
S01262,curitiba,PR,27,27,0,0,1692.11,1692.11
S01275,curitiba,PR,5,5,0,819.74,819.74,1639.48
S01279,guaratuba,PR,6,6,0,0,862.96,862.96
S01280,rio de janeiro,RJ,11,11,0,987.07,987.07,1974.14
S01281,sa~o paulo,SP,2,2,0,191.43,0,191.43
S01292,anapolis,GO,15,15,0,0,1915.96,1915.96
S01314,maringa,PR,2,2,0,59.38,0,59.38
S01315,morrinhos,GO,5,5,0,0,453.89,453.89
S01317,timbo,SC,2,2,0,0,1330.88,1330.88
S01319,curitiba,PR,55,55,0,9308.49,9308.49,18616.98
S01324,marilia,SP,1,1,0,0,31.69,31.69
S01328,Belo Horizonte,MG,154,154,0,13446.91,13446.91,26893.82
S01329,sa~o paulo,SP,6,6,1085.99,1085.99,0,2171.98
S01333,guarulhos,SP,3,3,0,348.05,0,348.05
S00232,goiania,GO,1,1,0,0,309.32,309.32
S00246,ibitinga,SP,1,1,0,0,109.72,109.72
S00254,ouro preto,MG,17,17,0,2118.12,2118.12,4236.24
S00257,garca,SP,2,2,0,0,141.15,141.15
S00258,atibaia,SP,402,402,0,30830.86,30830.86,61661.72
S00260,guaira,PR,1,1,0,0,136.76,136.76
